codigo_comuna,nombre_comuna,pop_total,pop_chilean,pop_foreign,pct_foreign,median_age_chilean,median_age_foreign,mean_schooling_chilean,mean_schooling_foreign,emp_rate_chilean,emp_rate_foreign,dependency_ratio,nombre_comuna_eno,eno_total,eno_chilean,eno_foreign,eno_desconocido,eno_top3_diseases,eno_rate_per_10k,nombre_comuna_grd,grd_total,grd_chilean,grd_foreign,grd_pct_foreign,grd_mean_los,grd_mean_los_chilean,grd_mean_los_foreign,grd_mean_severity,grd_mortality_rate,grd_top3_chapters,grd_rate_per_10k,log_pop_total,schooling_gap
5101,Valparaíso,284938.0,272618.0,12320.0,4.32,36.8,30.1,11.4,11.9,53.9,63.2,46.98,Valparaíso,4821,4312,421,88,Sífilis | VIH | Tuberculosis,169.19,Valparaíso,24180,22541,1639,6.78,5.6,5.7,4.9,1.92,2.84,Embarazo y parto | Enfermedades circulatorias | Enfermedades digestivas,848.61,12.560026891725041,-0.5
5102,Casablanca,29876.0,27607.0,2269.0,7.59,34.5,28.7,10.8,10.3,56.4,71.8,44.21,Casablanca,312,278,29,5,Sífilis | Coqueluche | VIH,104.43,Casablanca,2134,1963,171,8.01,4.8,4.9,4.1,1.78,2.15,Embarazo y parto | Enfermedades digestivas | Enfermedades respiratorias,714.29,10.304810761476958,0.5
13101,Santiago,5806.0,258429.0,176956.0,3047.8126076472613,35.0,34.0,14.421517757972174,13.80532818251394,72.65863243384857,83.34047804624578,26.21068282540111,Santiago,12186,5059,3635,3492,VIH | Parotiditis | Sifilis,20988.63244919049,Santiago,54929,35664,19265,35.072548198583625,6.682745162708883,7.682128988688165,4.817207689883391,1.6154854448469842,2.799978153616487,"Cap.15  EMBARAZO, PARTO Y PUERPERIO (O00-O9A) | Cap.19  LESIONES TRAUMÁTICAS, ENVENENAMIENTOS Y OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS (S00-T88) | Cap.11  ENFERMEDADES DEL APARATO DIGESTIVO (K00-K95)",94607.302790217,8.666647144584575,0.6161895754582343
13102,Cerrillos,85041.0,71466.0,12732.0,15.0,36.0,34.0,11.725,11.439,60.8,69.5,0.463,Cerrillos,642,297,101,244,VIH | Parotiditis | Sifilis,75.49,Cerrillos,7623,6681,942,12.36,7.39,7.71,5.11,1.7,3.27,Cap.15  EMBARAZO | PARTO Y PUERPERIO (O00-O9A) | Cap.11  ENFERMEDADES DEL APARATO DIGESTIVO (K00-K95) | Cap.19  LESIONES TRAUMÁTICAS | ENVENENAMIENTOS Y OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS (S00-T88),896.39,11.350888772118845,0.2859999999999996
13103,Cerro Navia,126140.0,113911.0,12229.0,9.69478357380688,38.0,32.0,10.307062317592152,11.639353856958914,0.5773410035155001,0.6976973036803779,0.4774990043807248,Cerro Navia,1002,565,127,310,"VIH, Coqueluche, Parotiditis",79.43554780402727,Cerro Navia,27846,25523,2323,8.342311283487753,6.379049055519644,6.487638600478,5.185966422729229,1.4767650650003592,3.372118078000431,"Cap.15  EMBARAZO, PARTO Y PUERPERIO (O00-O9A), Cap.11  ENFERMEDADES DEL APARATO DIGESTIVO (K00-K95), Cap.19  LESIONES TRAUMÁTICAS, ENVENENAMIENTOS Y OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS (S00-T88)",2207.5471698113206,11.745147680217642,-1.3322915393667625
13104,Conchalí,121587.0,103271.0,17686.0,14.54596297301521,39.0,34.0,11.325066467264872,11.98365271802894,0.610039476045218,0.7510392919404586,0.4786029599542751,Conchalí,1134,635,188,311,VIH | Parotiditis | Sifilis,93.26654987786524,Conchalí,10561,9346,1215,0.1150459236814695,6.366631947732222,6.6164134389043445,4.445267489711934,1.429504781744153,0.0368336331786762,"Cap.15  EMBARAZO, PARTO Y PUERPERIO (O00-O9A) | Cap.19  LESIONES TRAUMÁTICAS, ENVENENAMIENTOS Y OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS (S00-T88) | Cap.11  ENFERMEDADES DEL APARATO DIGESTIVO (K00-K95)",868.596149259378,11.70838533490441,-0.6585862507640687
13105,Estación Central,155257.0,142967.0,11347.0,7.3,37.0,32.0,10.96,12.194,58.8,71.7,0.497,El Bosque,1212,634,111,467,"VIH, Parotiditis, Coqueluche",78.06411305126339,El Bosque,9517,9046,471,4.949038562572239,7.223915099295997,7.369334512491709,4.43099787685775,1.774613848901965,3.4254491961752653,"Cap.15  EMBARAZO, PARTO Y PUERPERIO (O00-O9A), Cap.10  ENFERMEDADES DEL APARATO RESPIRATORIO (J00-J99), Cap.11  ENFERMEDADES DEL APARATO DIGESTIVO (K00-K95)",612.9836335881796,11.952837087346094,-1.234
13107,Huechuraba,101808.0,92790.0,8381.0,8.28,36.0,35.0,12.77,14.12,63.92,75.8,44.0,Huechuraba,832,456,68,308,VIH | Parotiditis | Sifilis,81.72245796008173,Huechuraba,6170,5743,427,6.92,6.09,6.22,4.27,1.37,3.42,"Cap.15  EMBARAZO, PARTO Y PUERPERIO (O00-O9A) | Cap.19  LESIONES TRAUMÁTICAS, ENVENENAMIENTOS Y OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS (S00-T88) | Cap.11  ENFERMEDADES DEL APARATO DIGESTIVO (K00-K95)",606.0,11.530843965472574,-1.3499999999999996
13108,Independencia,116943.0,64272.0,51908.0,44.38743661441899,36.0,33.0,12.854490256989552,12.936710529785609,67.16144308373858,80.3780623734674,39.83546377452797,Independencia,1642,607,786,0,Dato Faltante,156.38095238095238,Independencia,10573,0,0,0.0,6.467889908256881,0.0,0.0,0.0,2.8563321668400645,Dato Faltante,1006.952380952381,11.66944191558223,-0.08222027279605726
13109,La Reina,103157.0,82209.0,19762.0,19.38,37.0,32.0,12.91,13.56,67.5,78.9,44.8,La Cisterna,714,333,149,232,VIH | Parotiditis | Coqueluche,69.21488604748102,La Reina,5004,4692,312,6.24,5.38,5.48,3.85,1.382,2.618,"Cap.11  ENFERMEDADES DEL APARATO DIGESTIVO (K00-K95) | Cap.07  ENFERMEDADES DEL OJO Y SUS ANEXOS (H00-H59) | Cap.19  LESIONES TRAUMÁTICAS, ENVENENAMIENTOS Y OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS (S00-T88)",485.09,11.544007378533257,-0.6500000000000004
13110,La Florida,374836.0,335340.0,36685.0,9.786946824744687,38.0,34.0,12.846742116528745,13.96530903502031,65.99295673680061,78.78579385361378,46.80625237440616,La Florida,2128,1539,342,247,VIH | Sifilis | Parotiditis,56.77149473369687,La Florida,49846,46736,3110,6.239216787706135,6.002897539774099,6.132361800395881,4.133388566694284,1.4035218054774716,2.9992376519680617,H25.9 | K80.2 | Z51.1,1329.8082361352697,12.834243875961102,-1.118566918491565
13111,La Granja,112022.0,101705.0,9550.0,8.525111138883434,39.0,32.0,10.85673384925022,12.150498640072527,59.35718379536063,72.13942914877495,49.86421223026395,La Granja,943,454,108,381,VIH | Parotiditis | Coqueluche,84.17989323525737,La Granja,14803,13943,860,5.809633182463014,5.393568871174762,5.440436061105931,4.633720930232558,1.482875092886577,2.526514895629264,Cap.15  EMBARAZO | PARTO Y PUERPERIO (O00-O9A) | Cap.11  ENFERMEDADES DEL APARATO DIGESTIVO (K00-K95) | Cap.09  ENFERMEDADES DEL APARATO CIRCULATORIO (I00-I99),1321.4368606166645,11.626450559559094,-1.2937647908223067
13112,La Pintana,175421.0,166483.0,7732.0,4.44,34.0,32.0,10.01,11.47,55.71,67.68,49.0,La Pintana,1507,755,102,650,VIH | Parotiditis | Coqueluche,85.90761653393837,La Pintana,25556,24778,778,3.04,5.37,5.42,3.86,1.47,1.953,"Cap.15  EMBARAZO, PARTO Y PUERPERIO (O00-O9A) | Cap.11  ENFERMEDADES DEL APARATO DIGESTIVO (K00-K95) | Cap.19  LESIONES TRAUMÁTICAS, ENVENENAMIENTOS Y OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS (S00-T88)",1456.8,12.074944078093388,-1.4600000000000009
13114,LAS CONDES,292739.0,261670.0,31069.0,10.61320835283307,38.0,40.0,15.967253020040872,16.103877582485353,69.12262491710636,80.11684364267951,47.11981103628505,LAS CONDES,2123,970,231,922,VIH | Parotiditis | Sifilis,72.5219,LAS CONDES,10656,9651,1005,9.43,5.92,6.13,3.79,1.43,2.93,Cap.02  NEOPLASIAS (C00-D49) | Cap.19  LESIONES TRAUMÁTICAS | ENVENENAMIENTOS Y OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS (S00-T88) | Cap.11  ENFERMEDADES DEL APARATO DIGESTIVO (K00-K95),359.84,12.587036706031556,-0.1366245624444815
13115,Lo Barnechea,112620.0,98589.0,12198.0,10.831113478955782,34.0,42.0,14.86880298182538,15.031678750697155,63.15209016331526,73.11209287989314,45.969696576931554,Lo Barnechea,630,278,42,310,Parotiditis | Coqueluche | VIH,55.94,Lo Barnechea,6883,6204,679,9.86,5.166742081447964,5.2396094141211815,4.483568075117371,1.4259770448932152,1.7724829289553898,"Cap.15  EMBARAZO, PARTO Y PUERPERIO (O00-O9A) | Cap.11  ENFERMEDADES DEL APARATO DIGESTIVO (K00-K95) | Cap.19  LESIONES TRAUMÁTICAS, ENVENENAMIENTOS Y OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS (S00-T88)",611.1703072278458,11.63177459880861,-0.1628757688717748
13116,Lo Espejo,87295.0,80266.0,6512.0,7.459762873016783,38.0,32.0,10.356598016781083,11.212395235994707,56.82800098970328,68.39474171449731,0.4976239084561409,Lo Espejo,678,366,72,240,"VIH, Parotiditis, Coqueluche",77.66767856120052,Lo Espejo,5269,4949,320,6.073258682862023,6.763142911368381,6.819357445948676,5.89375,1.626684380337825,2.770924274055798,"Cap.15  EMBARAZO, PARTO Y PUERPERIO (O00-O9A), Cap.11  ENFERMEDADES DEL APARATO DIGESTIVO (K00-K95), Cap.10  ENFERMEDADES DEL APARATO RESPIRATORIO (J00-J99)",603.5855432728106,11.377048466418875,-0.8557972192136241
13117,Lo Prado,91290.0,78678.0,12110.0,13.265417899003175,41.0,34.0,11.056758411989335,12.004300101844516,0.6259051783030468,0.7541796267496111,0.4754654771140419,Lo Prado,591,442,149,0,"VIH, Sifilis, Parotiditis",64.73874465987512,Lo Prado,6169,5596,573,9.288377370724591,5.955584373480304,6.083631165117941,4.705061082024433,1.383803959753327,3.0637056248986867,"Cap.11  ENFERMEDADES DEL APARATO DIGESTIVO (K00-K95), Cap.15  EMBARAZO, PARTO Y PUERPERIO (O00-O9A), Cap.19  LESIONES TRAUMÁTICAS, ENVENENAMIENTOS Y OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS (S00-T88)",675.7585715850587,11.421796531559126,-0.9475416898551803
13118,Macul,123800.0,105336.0,17497.0,14.133279483037157,39.0,35.0,13.33633394303632,14.598976488911964,69.14035980991174,81.18907043800631,44.13281641111615,Macul,890,405,110,375,VIH | Parotiditis | Coqueluche,71.89014539579968,Macul,13343,12128,1215,9.105898223787753,5.520947313197931,5.670679419525066,4.026337448559671,1.5699617777111594,3.440005995653152,Cap.11  ENFERMEDADES DEL APARATO DIGESTIVO (K00-K95) | Cap.15  EMBARAZO | PARTO Y PUERPERIO (O00-O9A) | Cap.19  LESIONES TRAUMÁTICAS | ENVENENAMIENTOS Y OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS (S00-T88),1077.7867528271406,11.726422639232633,-1.262642545875643
13119,maipu,500600.0,469627.0,30973.0,6.19,38.0,34.0,12.64,12.98,62.55,73.51,43.27,maipu,3316,1827,267,1222,VIH | Parotiditis | Coqueluche,66.24,maipu,62614,58932,3682,5.88,7.02,7.16,4.68,1.64,3.49,"Cap.15  EMBARAZO, PARTO Y PUERPERIO (O00-O9A) | Cap.11  ENFERMEDADES DEL APARATO DIGESTIVO (K00-K95) | Cap.09  ENFERMEDADES DEL APARATO CIRCULATORIO (I00-I99)",1250.78,13.12356265797981,-0.33999999999999986
13120,Ñuñoa,241467.0,239323.0,0.0,0.0,37.0,,15.7067,,77.3343,,38.3377,Ñuñoa,1735,830,255,650,VIH | Parotiditis | Coqueluche,71.8525,Ñuñoa,17291,15769,1522,8.8023,20.9672,21.2153,18.3968,1.3757,2.9611,H26 | K80 | K35,716.0813,12.394488096775122,
13121,Pedro Aguirre Cerda,95390.0,86292.0,9098.0,9.537687388615158,41.0,32.0,11.227268311637848,11.5188679245283,0.6110818516971469,0.7200266134397871,0.5233152347492814,Pedro Aguirre Cerda,910,452,102,356,"VIH, Parotiditis, Coqueluche",95.39784044449104,Pedro Aguirre Cerda,15537,14355,1182,7.607646263757482,6.553517410053421,6.672309299895507,5.11082910321489,1.6154341249919546,3.617171912209564,"Cap.15  EMBARAZO, PARTO Y PUERPERIO (O00-O9A), Cap.11  ENFERMEDADES DEL APARATO DIGESTIVO (K00-K95), Cap.19  LESIONES TRAUMÁTICAS, ENVENENAMIENTOS Y OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS (S00-T88)",1628.7870846000628,11.465729030139254,-0.291599612890451
13122,Quilicura,236478.0,214770.0,20141.0,8.57,38.0,35.0,12.19,13.06,64.6,77.8,43.5,Peñalolén,1487,701,124,662,VIH | Parotiditis | Coqueluche,62.88,Peñalolén,44917,42047,2870,6.39,5.34,5.43,4.14,1.56,2.91,"Cap.11  ENFERMEDADES DEL APARATO DIGESTIVO (K00-K95) | Cap.15  EMBARAZO, PARTO Y PUERPERIO (O00-O9A) | Cap.19  LESIONES TRAUMÁTICAS, ENVENENAMIENTOS Y OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS (S00-T88)",1899.42,12.37361045933138,-0.870000000000001
13123,Providencia,143974.0,126841.0,17133.0,11.900065289566172,38.0,39.0,16.475442306700366,16.3480222801946,76.79002413515687,81.55087719298245,38.77547086152719,Providencia,1455,1001,239,215,VIH | Sifilis | Parotiditis,92.24,Providencia,10505,9451,1054,10.03,5.85,5.92,5.19,1.43,2.93,Catarata | no especificada | Cálculo de la vesícula biliar sin colecistitis | Apendicitis aguda | otra y no especificada,665.93,11.877388006700466,0.12742002650576723
13124,Pudahuel,227820.0,210831.0,15344.0,6.735141778597138,37.0,33.0,11.692555272734923,12.441821869813756,0.6193857649094855,0.7385826771653543,0.4286430963340147,Pudahuel,1051,882,169,0,"VIH, Sifilis, Parotiditis",46.13291194802915,Pudahuel,10910,10189,721,6.608615948670944,6.026122823098075,6.160761605653155,4.123439667128988,1.483220245736292,2.722273143904675,"Cap.11  ENFERMEDADES DEL APARATO DIGESTIVO (K00-K95), Cap.15  EMBARAZO, PARTO Y PUERPERIO (O00-O9A), Cap.19  LESIONES TRAUMÁTICAS, ENVENENAMIENTOS Y OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS (S00-T88)",478.8868404881046,12.336311122453903,-0.749266597078833
